序号,标题,URL,视频ID,类型,关键词,获取时间
4,央视节目：我最崇拜的人是习总书记，他能够肩挑二百斤小麦走十里山路不换肩,https://www.youtube.com/watch?v=-jL95sHKVow&pp=ygUP5LqM55m-5pak6bqm5a2Q,-jL95sHKVow,watch,二百斤麦子,2025-08-18 18:06:44
5,胡锦涛终于硬了一回！拒绝出席九三阅兵：当年你二十大架我走，如今别想再让我替你站台！你害死了李克强，有本事再弄死我！,https://www.youtube.com/watch?v=2mOqE2VDeE0&pp=ygUP5LqM55m-5pak6bqm5a2Q,2mOqE2VDeE0,watch,二百斤麦子,2025-08-18 18:06:44
6,翟山鹰：江油事件会越来越多｜习近平提一个被拿下一个｜寻找音视频剪辑的“高手”｜20250813,https://www.youtube.com/watch?v=dCRFOLrkCBc&pp=ygUP5LqM55m-5pak6bqm5a2Q,dCRFOLrkCBc,watch,二百斤麦子,2025-08-18 18:06:44
7,翟山鹰：🔥 范曾失踪！女儿爆料徐萌转移20亿资产 💰 范增与徐萌50岁年龄差｜新房、二手房价格持续下跌，财富缩水危机｜财富分配不公与社会动荡的根源分析#老夫少妻 #范曾失踪 #名人婚姻 #翟山鹰,https://www.youtube.com/watch?v=2_-2CtVQTb0&pp=ygUP5LqM55m-5pak6bqm5a2Q,2_-2CtVQTb0,watch,二百斤麦子,2025-08-18 18:06:44
8,【王小洪口述杨兰兰亲爹习近平与杨妈邂逅过程】杨兰兰母亲叫做杨小云，这件事赖昌星和薄熙来也知道|习明兰是习近平的第五个孩子|习近平为她准备了3000亿美元生活费,https://www.youtube.com/watch?v=MqdjKldrxOg&pp=ygUP5LqM55m-5pak6bqm5a2Q,MqdjKldrxOg,watch,二百斤麦子,2025-08-18 18:06:44
9,【小岛浪吹】花了我1万块的视频，习近平到底有没有可能十里山路不换肩,https://www.youtube.com/watch?v=Cv6RQOdlx4A&pp=ygUP5LqM55m-5pak6bqm5a2Q,Cv6RQOdlx4A,watch,二百斤麦子,2025-08-18 18:06:44
10,包子拉不开弓,https://www.youtube.com/watch?v=J5hBC2W3Uuo&pp=ygUP5LqM55m-5pak6bqm5a2Q0gcJCa0JAYcqIYzv,J5hBC2W3Uuo,watch,二百斤麦子,2025-08-18 18:06:44
11,2004年习近平吹的大牛：当年挑200斤麦子，10里不换肩（3分20秒处）,https://www.youtube.com/watch?v=rpmgYZDcBv8&pp=ygUP5LqM55m-5pak6bqm5a2Q,rpmgYZDcBv8,watch,二百斤麦子,2025-08-18 18:06:44
12,習主席『十里山路不換肩』太侮辱智商了！可還擋不住有人來洗地。科學論證習近平『十里山路不換肩』有多難？中國人真的好騙（第二集）！,https://www.youtube.com/watch?v=8LzaJHs-L5c&pp=ygUP5LqM55m-5pak6bqm5a2Q,8LzaJHs-L5c,watch,二百斤麦子,2025-08-18 18:06:44
13,"典藏習近平:扛兩百斤麥子,十里山路不換肩",https://www.youtube.com/watch?v=ju5HINoA2jc&pp=ygUP5LqM55m-5pak6bqm5a2Q,ju5HINoA2jc,watch,二百斤麦子,2025-08-18 18:06:44
14,十里山路不换肩（通商宽衣 - 人均8000万美元）,https://www.youtube.com/watch?v=-sRIPT9zlnc&pp=ygUP5LqM55m-5pak6bqm5a2Q,-sRIPT9zlnc,watch,二百斤麦子,2025-08-18 18:06:44
15,李亚平：有一头抗200斤麦子的猪，死活不换肩,https://www.youtube.com/watch?v=axsm2avg0Bs&pp=ygUP5LqM55m-5pak6bqm5a2Q,axsm2avg0Bs,watch,二百斤麦子,2025-08-18 18:06:44
16,习近平语录大合集！包蜜狂喜！十里山路不换肩丨萨格尔王丨疯狂宇宙丨小本本丨拉清单丨精甚细腻丨没有！没有！没有！,https://www.youtube.com/watch?v=XpoZpwWxYps&pp=ygUP5LqM55m-5pak6bqm5a2Q,XpoZpwWxYps,watch,二百斤麦子,2025-08-18 18:06:44
17,2004年8月习近平说：当年担200斤麦子10里山路一口气就挑下来了,https://www.youtube.com/watch?v=m-KHiqUyuyc&pp=ygUP5LqM55m-5pak6bqm5a2Q,m-KHiqUyuyc,watch,二百斤麦子,2025-08-18 18:06:44
18,不同意的請舉手,https://www.youtube.com/watch?v=Fdc-m5hTRpk&pp=ygUP5LqM55m-5pak6bqm5a2Q,Fdc-m5hTRpk,watch,二百斤麦子,2025-08-18 18:06:44
19,讓能扛200斤麥子的習包子拉不開的弓，不知道是幾石弓?,https://www.youtube.com/watch?v=37Wo6KZcufw&pp=ygUP5LqM55m-5pak6bqm5a2Q,37Wo6KZcufw,watch,二百斤麦子,2025-08-18 18:06:44
20,200斤麥子有多重？,https://www.youtube.com/shorts/v7-okJSmaDw,v7-okJSmaDw,shorts,二百斤麦子,2025-08-18 18:06:44
21,【辱包】某中国小哥在央视分享他最崇拜的人是能扛二百斤麦子走十里山路不换肩的习总书记，还把女观众都听落泪了 @guy1224,https://www.youtube.com/watch?v=8DPEEi3EedI&pp=ygUP5LqM55m-5pak6bqm5a2Q,8DPEEi3EedI,watch,二百斤麦子,2025-08-18 18:06:44
1,中国共产党的派系,https://www.youtube.com/watch?v=EUchTr2bvpU&pp=ygUG5rGf5rS-,EUchTr2bvpU,watch,江派,2025-08-18 18:07:24
2,中国政治学基础——海学第二篇：什么是江派？团派？之江新军？江胡斗？江习斗？一代天子一朝臣，哪些是习主席的嫡系？派系是泾渭分明么？习下李上？造谣者既无知又无耻，无底线之人太多,https://www.youtube.com/watch?v=kuB77-9bdsw&pp=ygUG5rGf5rS-,kuB77-9bdsw,watch,江派,2025-08-18 18:07:24
3,【江家大院/江派群像】坐忘道,https://www.youtube.com/watch?v=0ZAmFz4FWDc&pp=ygUG5rGf5rS-,0ZAmFz4FWDc,watch,江派,2025-08-18 18:07:24
4,江澤民「隔代接班」拉拔習近平　遭中國專家批「千古罪人」｜鏡新聞調查報告 #鏡新聞,https://www.youtube.com/watch?v=ylaoah5vMTQ&pp=ygUG5rGf5rS-,ylaoah5vMTQ,watch,江派,2025-08-18 18:07:24
5,把持中共政壇逾20年！　江派走入歷史？｜鏡新聞調查報告 #鏡新聞,https://www.youtube.com/watch?v=aOGqPGYzcAY&pp=ygUG5rGf5rS-,aOGqPGYzcAY,watch,江派,2025-08-18 18:07:24
6,【小岛浪吹】浅浅的聊一下二十大结果，以及为什么胡锦涛的团派不是习派的对手,https://www.youtube.com/watch?v=p8aT76qxaDk&pp=ygUG5rGf5rS-,p8aT76qxaDk,watch,江派,2025-08-18 18:07:24
7,平息319政變，江澤民是關鍵！胡溫與太子黨翻臉！周永康入伙江派過程（周永康政變始末3）,https://www.youtube.com/watch?v=AJswKVtZqAg&pp=ygUG5rGf5rS-,AJswKVtZqAg,watch,江派,2025-08-18 18:07:24
8,江澤民死了 江派哪一個人最慌張？【周末必看】,https://www.youtube.com/watch?v=1EJl6nMGQbk&pp=ygUG5rGf5rS-,1EJl6nMGQbk,watch,江派,2025-08-18 18:07:24
9,曾慶紅訓斥習近平只有一種情況才有可能，習派江派20大是否合謀清洗團派？胡錦濤生死成謎，習害怕天安門事件重演；李克強敦煌現身，身體好，民意高，信息量巨大【 #菁英論壇 】#新唐人電視台 9/8/2023,https://www.youtube.com/watch?v=UTxB3kihXTk&pp=ygUG5rGf5rS-,UTxB3kihXTk,watch,江派,2025-08-18 18:07:24
10,团派清算习近平，胡锦涛王者归来｜胡耀邦｜李克强｜胡春华,https://www.youtube.com/watch?v=Jd9RlyWhR98&pp=ygUG5rGf5rS-,Jd9RlyWhR98,watch,江派,2025-08-18 18:07:24
11,【福建帮】中共党内最强派系 | 2032谁将入主中南海？,https://www.youtube.com/watch?v=4o3qbZMkr-M&pp=ygUG5rGf5rS-,4o3qbZMkr-M,watch,江派,2025-08-18 18:07:24
12,20171018中天新聞　19大開幕江、胡、習三代同台　互動亮點多,https://www.youtube.com/watch?v=0P4SPib7YA0&pp=ygUG5rGf5rS-,0P4SPib7YA0,watch,江派,2025-08-18 18:07:24
13,"释永信为何被抓?【官场和尚】与江派渊源｜相比年轻人, 谁更像和尚？李长春｜江泽民｜李克强｜习近平",https://www.youtube.com/watch?v=5ZaRWX-Y1Ms&pp=ygUG5rGf5rS-,5ZaRWX-Y1Ms,watch,江派,2025-08-18 18:07:24
14,"禮遇江家只是表面! 江澤民屍骨未寒 傳習近平將清算江家財產更將對""1兆美元""動刀 江派威脅統治趁機斬草除根?｜記者 魏仁君｜【國際大現場】20221202｜三立新聞台",https://www.youtube.com/watch?v=kS7B_ZQnNLM&pp=ygUG5rGf5rS-,kS7B_ZQnNLM,watch,江派,2025-08-18 18:07:24
15,【习近平王朝】江泽民曾哀求习近平「放过我儿子」藏天大生死交换！ ？江、胡、习指定「三朝总军师」十九大前神秘失踪？ ｜EP15 关键时刻 刘宝杰,https://www.youtube.com/watch?v=Ie62xS-4kys&pp=ygUG5rGf5rS-,Ie62xS-4kys,watch,江派,2025-08-18 18:07:24
16,抓捕四人帮真实纪录片，1976年的中国，到底发生了什么？,https://www.youtube.com/watch?v=wGvAWbrANjA&pp=ygUG5rGf5rS-,wGvAWbrANjA,watch,江派,2025-08-18 18:07:24
17,令计划的倒下：一场改变中共格局的十级地震！ ｜胡锦涛的影子权臣｜为什么说胡家天下令家党？｜习近平｜西山会｜山西帮｜周永康｜江泽民｜令计划儿子车祸始末｜令计划事件｜令计划儿子车祸现场｜令计划政变始末,https://www.youtube.com/watch?v=cFbKRZZG9CY&pp=ygUG5rGf5rS-,cFbKRZZG9CY,watch,江派,2025-08-18 18:07:24
18,习家军正统【之江新军】：李强为何能当总理？“接班人”陈敏尔缘何陨落？神秘“大秘”韩世明，老迈“刀把子”应勇为何得宠？赵一德行不行？钟绍军｜陈一新【说习全传】第二十八回,https://www.youtube.com/watch?v=77ffcpi7xro&pp=ygUG5rGf5rS-,77ffcpi7xro,watch,江派,2025-08-18 18:07:24
19,江派漏網之魚海南落網｜倪强博鳌起家也栽于博鳌｜博鰲之父蒋晓松和江家特別关系｜（20250626第642期）#熱門話題,https://www.youtube.com/watch?v=Ap_fRSvlyiU&pp=ygUG5rGf5rS-,Ap_fRSvlyiU,watch,江派,2025-08-18 18:07:24
20,"明居正:習近平的對手..團派.太子黨.江派的殘餘勢力都還在位,雖然習都派了秘書間諜,但是也可能被收買   #shorts",https://www.youtube.com/shorts/GTV643Md6io,GTV643Md6io,shorts,江派,2025-08-18 18:07:24
21,"江派耍習近平封號""國父""中共官場妖氣太重（啟明笑談20201119）",https://www.youtube.com/watch?v=eklbjaGplNw&pp=ygUG5rGf5rS-,eklbjaGplNw,watch,江派,2025-08-18 18:07:24
22,团派彻底臣服 江习两派死斗 #中国#中共 #共产党  #政治 #经济 #军事#郭文贵 #爆料#郭文贵爆料 #郭文贵爆料最新,https://www.youtube.com/shorts/baLhIgmziqU,baLhIgmziqU,shorts,江派,2025-08-18 18:07:24
23,【94要客訴】江澤民96歲白血病過世！張宇韶：江系人馬全被掃光！大規模集體追思加劇白紙革命！習維尼很害怕氛圍很肅殺,https://www.youtube.com/watch?v=HtuqDRo_qXw&pp=ygUG5rGf5rS-,HtuqDRo_qXw,watch,江派,2025-08-18 18:07:24
1,【小岛浪吹】浅浅的聊一下二十大结果，以及为什么胡锦涛的团派不是习派的对手,https://www.youtube.com/watch?v=p8aT76qxaDk&pp=ygUG5Zui5rS-,p8aT76qxaDk,watch,团派,2025-08-18 18:08:06
2,中国共产党的派系,https://www.youtube.com/watch?v=EUchTr2bvpU&pp=ygUG5Zui5rS-0gcJCa0JAYcqIYzv,EUchTr2bvpU,watch,团派,2025-08-18 18:08:06
3,团派群像 — 种果无果,https://www.youtube.com/watch?v=tiP0IqvxEmk&list=RDtiP0IqvxEmk&start_radio=1&pp=ygUG5Zui5rS-oAcB,tiP0IqvxEmk,watch,团派,2025-08-18 18:08:06
4,习近平为何要将团派赶尽杀绝？从胡锦涛被架出会场到李克强之死,https://www.youtube.com/watch?v=HY70dZ1k8UQ&pp=ygUG5Zui5rS-,HY70dZ1k8UQ,watch,团派,2025-08-18 18:08:06
5,最后的团派：落寞的汪洋,https://www.youtube.com/watch?v=J6keLyQzuhY&pp=ygUG5Zui5rS-,J6keLyQzuhY,watch,团派,2025-08-18 18:08:06
6,20年中共党内派系斗争演变,https://www.youtube.com/watch?v=I2W2Hl3dtT8&pp=ygUG5Zui5rS-0gcJCa0JAYcqIYzv,I2W2Hl3dtT8,watch,团派,2025-08-18 18:08:06
7,团派清算习近平，胡锦涛王者归来｜胡耀邦｜李克强｜胡春华,https://www.youtube.com/watch?v=Jd9RlyWhR98&pp=ygUG5Zui5rS-,Jd9RlyWhR98,watch,团派,2025-08-18 18:08:06
8,【团人群像】终不还 ｜ “月光啊，别急着渡过万古江流”,https://www.youtube.com/watch?v=Xhq1aVrgVKM&list=RDXhq1aVrgVKM&start_radio=1&pp=ygUG5Zui5rS-oAcB,Xhq1aVrgVKM,watch,团派,2025-08-18 18:08:06
9,中国政治学基础——海学第二篇：什么是江派？团派？之江新军？江胡斗？江习斗？一代天子一朝臣，哪些是习主席的嫡系？派系是泾渭分明么？习下李上？造谣者既无知又无耻，无底线之人太多,https://www.youtube.com/watch?v=kuB77-9bdsw&pp=ygUG5Zui5rS-,kuB77-9bdsw,watch,团派,2025-08-18 18:08:06
10,【小岛浪吹】正国级牛B：聊聊团派终代目---李克强总理的政治生涯,https://www.youtube.com/watch?v=VOsx3IJNApg&pp=ygUG5Zui5rS-,VOsx3IJNApg,watch,团派,2025-08-18 18:08:06
11,背刺团派，打脸汪洋，胡春华的反向选择,https://www.youtube.com/watch?v=4gbpNyy_HD8&pp=ygUG5Zui5rS-,4gbpNyy_HD8,watch,团派,2025-08-18 18:08:06
12,國民黨的「南方四賤客」文宣為何爆紅？! 黃光芹feat.邱毅,https://www.youtube.com/watch?v=ZzT2trQS0l4&pp=ygUG5Zui5rS-,ZzT2trQS0l4,watch,团派,2025-08-18 18:08:06
13,兵變信號驚現！外交系統大清洗　王小洪禁查神秘女富豪　北戴河後習近平命運敲定？｜要聞透視｜大時局,https://www.youtube.com/watch?v=n6xbthOpBjI&pp=ygUG5Zui5rS-,n6xbthOpBjI,watch,团派,2025-08-18 18:08:06
14,本期非常无聊而且长：对影视剧的龟甲缚要松一扣了——21条扶植政策与中共影视审查简屎,https://www.youtube.com/watch?v=Vo8hfW-S_f8&pp=ygUG5Zui5rS-,Vo8hfW-S_f8,watch,团派,2025-08-18 18:08:06
15,習主席一位老朋友被自己年輕老婆綁架騙錢撕票，家人緊急找彭媽求救，全國人民叫好,https://www.youtube.com/watch?v=EgehVFMbDYw&pp=ygUG5Zui5rS-,EgehVFMbDYw,watch,团派,2025-08-18 18:08:06
16,【汪洋纪录片】代替习近平，我是最好的人选,https://www.youtube.com/watch?v=Deehqm_Ws2k&pp=ygUG5Zui5rS-,Deehqm_Ws2k,watch,团派,2025-08-18 18:08:06
17,【小酒对瓶吹】聊聊赵紫阳改革的前因后果，以及六四事件在其中的作用｜团派兴衰录02｜天安门事件｜团派｜邓小平｜胡耀邦,https://www.youtube.com/watch?v=0td4iv9F7_Q&pp=ygUG5Zui5rS-0gcJCa0JAYcqIYzv,0td4iv9F7_Q,watch,团派,2025-08-18 18:08:06
18,别了李克强，别了团派！｜李克强｜习近平｜团派｜两会｜总理｜政治斗争｜王局拍案20230306,https://www.youtube.com/watch?v=O0p0jsV_eI8&pp=ygUG5Zui5rS-,O0p0jsV_eI8,watch,团派,2025-08-18 18:08:06
19,架空储君 抢班夺权 十八大后团派为什么必须倒台【习近平与接班人·Ep.2】,https://www.youtube.com/watch?v=Qt4bC91EGi0&pp=ygUG5Zui5rS-,Qt4bC91EGi0,watch,团派,2025-08-18 18:08:06
20,汪洋，能否重振团派改革派荣耀，会带领中国走向民主吗？汪洋|习近平|温家宝|胡锦涛|胡春华|团派|改革派|民主,https://www.youtube.com/watch?v=Uw4IoNDcnUQ&pp=ygUG5Zui5rS-,Uw4IoNDcnUQ,watch,团派,2025-08-18 18:08:06
21,太多明争暗斗？李克强为何“频唱反调”？他到底想干啥？Conflicts b/w Xi Jinping and Li Keqiang [Eng Sub],https://www.youtube.com/watch?v=NqPzQROWXW8&pp=ygUG5Zui5rS-0gcJCa0JAYcqIYzv,NqPzQROWXW8,watch,团派,2025-08-18 18:08:06
22,团派卷土重来？| 胡春华主持政协会议，胡海峰高调亮相，正常的工作安排，而已！| 真正的团派兴起迹象，是什么？,https://www.youtube.com/watch?v=TutrO2YcD-o&pp=ygUG5Zui5rS-,TutrO2YcD-o,watch,团派,2025-08-18 18:08:06
23,【福建帮】中共党内最强派系 | 2032谁将入主中南海？,https://www.youtube.com/watch?v=4o3qbZMkr-M&pp=ygUG5Zui5rS-,4o3qbZMkr-M,watch,团派,2025-08-18 18:08:06
24,十七大：习近平为何被立为“王储”？超车李克强，谁是幕后推手？｜曾庆红｜太子党｜上海帮｜团派｜《说习全传》十七回,https://www.youtube.com/watch?v=fEZ7gVbCsfo&pp=ygUG5Zui5rS-0gcJCa0JAYcqIYzv,fEZ7gVbCsfo,watch,团派,2025-08-18 18:08:06
1,【小岛浪吹】浅浅的聊一下二十大结果，以及为什么胡锦涛的团派不是习派的对手,https://www.youtube.com/watch?v=p8aT76qxaDk&pp=ygUG5Lmg5rS-,p8aT76qxaDk,watch,习派,2025-08-18 18:08:48
2,重磅：反习派与习派达成历史性的北戴河协议，习退位时间表曝光，习派又一员干将被拿下。《老灯开讲第978期》,https://www.youtube.com/watch?v=2Iec6iXrihE&pp=ygUG5Lmg5rS-,2Iec6iXrihE,watch,习派,2025-08-18 18:08:48
3,【福建帮】中共党内最强派系 | 2032谁将入主中南海？,https://www.youtube.com/watch?v=4o3qbZMkr-M&pp=ygUG5Lmg5rS-,4o3qbZMkr-M,watch,习派,2025-08-18 18:08:48
4,反習派，動手了？習近平暗殺計劃敗露，包括張又俠、胡錦濤、李克強、汪洋等！大人物緊急進入301醫院，疑似習近平！,https://www.youtube.com/watch?v=UCGIzhEa9N8&pp=ygUG5Lmg5rS-,UCGIzhEa9N8,watch,习派,2025-08-18 18:08:48
5,翟山鹰：【权力真相】习派16人铁板一块？中共高层分裂内幕曝光！|习系如何稳固权力？| 政治老人根本无权 | 张友侠的特殊位置 | 七常委与习的权力纽带 | 中共真正的崩盘机制,https://www.youtube.com/watch?v=b8QgBLWB6Ug&pp=ygUG5Lmg5rS-,b8QgBLWB6Ug,watch,习派,2025-08-18 18:08:48
6,中国共产党的派系,https://www.youtube.com/watch?v=EUchTr2bvpU&pp=ygUG5Lmg5rS-,EUchTr2bvpU,watch,习派,2025-08-18 18:08:48
7,楊蘭蘭的爹找到了，就是習近平！反習派張又俠、胡錦濤運籌帷幄重創習近平清廉形象！習進平不但貪腐還極度淫亂好色！,https://www.youtube.com/watch?v=LjhPiqk-c9E&pp=ygUG5Lmg5rS-,LjhPiqk-c9E,watch,习派,2025-08-18 18:08:48
8,中国政治学基础——海学第二篇：什么是江派？团派？之江新军？江胡斗？江习斗？一代天子一朝臣，哪些是习主席的嫡系？派系是泾渭分明么？习下李上？造谣者既无知又无耻，无底线之人太多,https://www.youtube.com/watch?v=kuB77-9bdsw&pp=ygUG5Lmg5rS-0gcJCa0JAYcqIYzv,kuB77-9bdsw,watch,习派,2025-08-18 18:08:48
9,翟山鹰：习近平和反习派的权斗已经公开化丨苗华 董军被抓的背后丨张又侠丨政治局6常委丨蔡奇丨王小洪丨军队丨枪杆子,https://www.youtube.com/watch?v=vLq7Tty7R7E&pp=ygUG5Lmg5rS-0gcJCa0JAYcqIYzv,vLq7Tty7R7E,watch,习派,2025-08-18 18:08:48
10,重磅：反习派与习派达成历史性的北戴河协议｜习退位时间表曝光｜习派又一员干将被拿下｜《 老灯发言10》,https://www.youtube.com/watch?v=jwjStI8W2Bg&pp=ygUG5Lmg5rS-,jwjStI8W2Bg,watch,习派,2025-08-18 18:08:48
11,習主席一位老朋友被自己年輕老婆綁架騙錢撕票，家人緊急找彭媽求救，全國人民叫好,https://www.youtube.com/watch?v=EgehVFMbDYw&pp=ygUG5Lmg5rS-,EgehVFMbDYw,watch,习派,2025-08-18 18:08:48
12,8.18獨家揭露【福建幫瓜分香港政府！】鑫鼎鑫老闆呂子聰承接政府項目搵得盤滿缽滿，福建幫勾結民建聯以愛國為名，搵香港市民老襯為實！@主持：Tony Choi,https://www.youtube.com/watch?v=nVEZb4r3ezA&pp=ygUG5Lmg5rS-0gcJCa0JAYcqIYzv,nVEZb4r3ezA,watch,习派,2025-08-18 18:08:48
13,楊蘭蘭事件，是習近平的令計劃時刻！粉碎了他的反腐形象，是習近平家族的最大形象危機！反習派胡錦濤、張又俠乘勢痛打落水狗！終結習核心！,https://www.youtube.com/watch?v=kEwMmz9Tm20&pp=ygUG5Lmg5rS-,kEwMmz9Tm20,watch,习派,2025-08-18 18:08:48
14,讓中南海極度震驚的文章：中共進入死亡螺旋，所有人聯合起來請習下台，是唯一辦法,https://www.youtube.com/watch?v=VkGQlnDPqjo&pp=ygUG5Lmg5rS-,VkGQlnDPqjo,watch,习派,2025-08-18 18:08:48
15,曾慶紅訓斥習近平只有一種情況才有可能，習派江派20大是否合謀清洗團派？胡錦濤生死成謎，習害怕天安門事件重演；李克強敦煌現身，身體好，民意高，信息量巨大【 #菁英論壇 】#新唐人電視台 9/8/2023,https://www.youtube.com/watch?v=UTxB3kihXTk&pp=ygUG5Lmg5rS-,UTxB3kihXTk,watch,习派,2025-08-18 18:08:48
16,惊天：杨兰兰事件为反习派策划，刘建超向美泄密习将下台被查，习与元老交易提出下台条件。《老灯开讲第976期》,https://www.youtube.com/watch?v=t9RaJK8jt4c&pp=ygUG5Lmg5rS-,t9RaJK8jt4c,watch,习派,2025-08-18 18:08:48
17,太多明争暗斗？李克强为何“频唱反调”？他到底想干啥？Conflicts b/w Xi Jinping and Li Keqiang [Eng Sub],https://www.youtube.com/watch?v=NqPzQROWXW8&pp=ygUG5Lmg5rS-,NqPzQROWXW8,watch,习派,2025-08-18 18:08:48
18,团派彻底臣服 江习两派死斗 #中国#中共 #共产党  #政治 #经济 #军事#郭文贵 #爆料#郭文贵爆料 #郭文贵爆料最新,https://www.youtube.com/shorts/baLhIgmziqU,baLhIgmziqU,shorts,习派,2025-08-18 18:08:48
19,江澤民「隔代接班」拉拔習近平　遭中國專家批「千古罪人」｜鏡新聞調查報告 #鏡新聞,https://www.youtube.com/watch?v=ylaoah5vMTQ&pp=ygUG5Lmg5rS-,ylaoah5vMTQ,watch,习派,2025-08-18 18:08:48
20,【20250604完整版】习近平内部会出大问题！习派16人一荣俱荣！中共老领导集体反扑？盘点习上台以来放过的P！政策全部夭折败绩创造奇迹！习倒台中国将的巨变！中国社会矛盾已到临界点#翟山鹰 #老翟杂谈,https://www.youtube.com/watch?v=qziHHeAEIW0&pp=ygUG5Lmg5rS-,qziHHeAEIW0,watch,习派,2025-08-18 18:08:48
21,#习近平 #毛泽东 #刘少奇 #林彪 #徐才厚 #江泽民 #说习全传 #马司库,https://www.youtube.com/shorts/fGBMOjox3Qk,fGBMOjox3Qk,shorts,习派,2025-08-18 18:08:48
22,大閱兵只是戲，恐今秋有變！習近平成了「華國鋒」？習派倒、黨媒變調，軍變開始？哪場會議是關鍵？中共謊言：當年誰抗日？去年4月局勢逆轉，一大跡象【#新聞五人行】 | #新唐人電視台 06/28/2025,https://www.youtube.com/watch?v=Yq5p5pHeYM0&pp=ygUG5Lmg5rS-,Yq5p5pHeYM0,watch,习派,2025-08-18 18:08:48
